Product ID,Product Name,Category,Sub-Category,Stock_Actual,Stock_Minimo,Stock_Maximo,Costo_Unitario,Demanda_Diaria_Prom,Lead_Time_Proveedor,Valor_Inventario,Unidad,Valor_Acumulado,Pct_Acumulado,Clase_ABC,Stock_Seguridad,Punto_Reorden,Alerta,Unidades_Vendidas,Ingresos_Total,Num_Ordenes,Rotacion,Origen
OFF-PA-10000565,Easy-staple paper,Office Supplies,Paper,166,30,300,49.8,0.0,18,8266.8,pza,41065451.04999991,0.9285903351452413,B,0.0,0.0,OK,6,279.9,2,0.04,Real
OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,107,30,300,77.24,0.04,7,8264.68,pza,41073715.72999991,0.9287772197836621,B,0.0,0.0,OK,44,1492.036,7,0.41,Real
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,182,30,300,45.32,0.03,15,8248.24,pza,41081963.96999991,0.9289637326734544,B,0.0,0.0,OK,43,184.0,7,0.24,Real
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,43,5,50,191.73,0.03,4,8244.39,pza,41090208.35999991,0.9291501585053258,B,0.0,0.0,OK,41,93.984,8,0.95,Real
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,158,30,300,52.09,0.02,11,8230.22,pza,41098438.57999991,0.9293362639188232,B,0.0,0.0,OK,19,83.952,4,0.12,Real
OFF-LA-10001934,Avery 516,Office Supplies,Labels,113,30,300,72.57,0.01,8,8200.41,pza,41106638.989999905,0.9295216952552756,B,0.0,0.0,OK,17,109.64999999999999,4,0.15,Real
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,231,30,300,35.46,0.03,19,8191.26,pza,41114830.2499999,0.9297069196878381,B,0.0,1.0,OK,34,1053.032,6,0.15,Real
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,201,30,300,40.7,0.02,16,8180.7,pza,41123010.949999906,0.9298919053329605,B,0.0,0.0,OK,26,25.83,6,0.13,Real
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,122,30,300,66.99,0.02,14,8172.78,pza,41131183.72999991,0.9300767118875026,B,0.0,0.0,OK,27,65.0,4,0.22,Real
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,181,30,300,45.05,0.01,6,8154.05,pza,41139337.779999904,0.9302610949109125,B,0.0,0.0,OK,14,268.5,5,0.08,Real
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,35,5,50,232.89,0.03,18,8151.15,pza,41147488.9299999,0.9304454123582261,B,0.0,1.0,OK,31,815.864,6,0.89,Real
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,182,30,300,44.75,0.01,18,8144.5,pza,41155633.4299999,0.9306295794327673,B,0.0,0.0,OK,18,1524.5320000000002,3,0.1,Real
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,102,30,300,79.76,0.03,15,8135.52,pza,41163768.949999906,0.9308135434475344,B,0.0,0.0,OK,35,92.136,8,0.34,Real
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,207,10,100,39.22,0.01,14,8118.54,pza,41171887.489999905,0.9309971235029516,B,0.0,0.0,OK,10,239.94,3,0.05,Real
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,106,30,300,76.33,0.05,16,8090.98,pza,41179978.4699999,0.9311800803593295,B,0.0,1.0,OK,64,164.985,13,0.6,Real
OFF-PA-10003971,Xerox 1965,Office Supplies,Paper,215,30,300,37.62,0.01,16,8088.3,pza,41188066.7699999,0.9313629766143495,B,0.0,0.0,OK,13,56.212,4,0.06,Real
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,40,10,100,201.86,0.03,17,8074.4,pza,41196141.1699999,0.9315455585563563,B,0.0,1.0,OK,39,1614.6,7,0.98,Real
OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,144,30,300,55.99,0.04,14,8062.56,pza,41204203.7299999,0.9317278727669909,B,0.0,1.0,OK,44,347.31,8,0.31,Real
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,237,30,300,33.96,0.02,12,8048.52,pza,41212252.2499999,0.9319098694988697,B,0.0,0.0,OK,25,3138.8,7,0.11,Real
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,39,10,100,205.95,0.01,3,8032.05,pza,41220284.2999999,0.9320914938037462,B,0.0,0.0,OK,18,9279.884,4,0.46,Real
OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,147,30,300,54.62,0.01,9,8029.14,pza,41228313.4399999,0.9322730523064021,B,0.0,0.0,OK,11,38.135999999999996,4,0.07,Real
OFF-LA-10004484,Avery 476,Office Supplies,Labels,177,30,300,44.88,0.05,20,7943.76,pza,41236257.1999999,0.9324526801583337,B,0.0,1.0,OK,58,120.596,9,0.33,Real
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,110,30,300,72.21,0.03,14,7943.1,pza,41244200.2999999,0.9326322930860503,B,0.0,0.0,OK,34,330.924,6,0.31,Real
OFF-AR-10003087,Staples in misc. colors,Office Supplies,Art,243,30,300,32.66,0.02,5,7936.38,pza,41252136.6799999,0.9328117540581231,B,0.0,0.0,OK,21,24.92,3,0.09,Real
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,163,30,300,48.67,0.03,14,7933.21,pza,41260069.889999904,0.932991143348739,B,0.0,0.0,OK,40,112.66799999999999,10,0.25,Real
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,249,30,300,31.83,0.03,10,7925.67,pza,41267995.559999906,0.9331703621415045,B,0.0,0.0,OK,32,4829.25,7,0.13,Real
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,131,30,300,60.48,0.03,3,7922.88,pza,41275918.43999991,0.9333495178455429,B,0.0,0.0,OK,34,1776.048,10,0.26,Real
FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,53,5,50,148.8,0.01,18,7886.4,pza,41283804.83999991,0.9335278486475149,B,0.0,0.0,OK,17,1263.9569999999999,4,0.32,Real
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,139,30,300,56.44,0.01,17,7845.16,pza,41291649.9999999,0.9337052469121728,B,0.0,0.0,OK,10,86.076,2,0.07,Real
OFF-ST-10003221,Staple magnet,Office Supplies,Storage,99,30,300,79.16,0.01,17,7836.84,pza,41299486.83999991,0.9338824570412719,B,0.0,0.0,OK,15,53.4,3,0.15,Real
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,98,30,300,79.91,0.01,10,7831.18,pza,41307318.01999991,0.9340595391839209,B,0.0,0.0,OK,17,124.488,3,0.17,Real
OFF-BI-10004308,Avery Legal 4-Ring Binder,Office Supplies,Binders,193,30,300,40.53,0.01,19,7822.29,pza,41315140.309999906,0.9342364203019162,B,0.0,0.0,OK,15,258.054,4,0.08,Real
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,49,5,50,159.25,0.01,7,7803.25,pza,41322943.559999906,0.9344128708789207,B,0.0,0.0,OK,15,1014.174,3,0.31,Real
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,219,30,300,35.63,0.01,16,7802.97,pza,41330746.529999904,0.93458931512444,B,0.0,0.0,OK,18,17.64,3,0.08,Real
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,249,30,300,31.31,0.02,14,7796.19,pza,41338542.7199999,0.9347656060575686,B,0.0,0.0,OK,22,62.608,3,0.09,Real
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,248,30,300,31.38,0.04,9,7782.24,pza,41346324.959999904,0.9349415815470619,B,0.0,0.0,OK,46,85.728,8,0.19,Real
OFF-SU-10004661,Acme Titanium Bonded Scissors,Office Supplies,Supplies,142,30,300,54.79,0.02,20,7780.18,pza,41354105.139999904,0.9351175104549142,B,0.0,0.0,OK,20,102.0,5,0.14,Real
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,210,30,300,36.95,0.01,19,7759.5,pza,41361864.639999904,0.9352929717373627,B,0.0,0.0,OK,12,25.992,3,0.06,Real
OFF-LA-10002473,Avery 484,Office Supplies,Labels,148,30,300,52.39,0.0,3,7753.72,pza,41369618.3599999,0.9354683023198676,B,0.0,0.0,OK,6,9.216,1,0.04,Real
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,35,10,100,221.37,0.02,18,7747.95,pza,41377366.309999906,0.9356435024285533,B,0.0,0.0,OK,28,264.438,4,0.8,Real
OFF-AR-10004078,Newell 312,Office Supplies,Art,147,30,300,52.59,0.05,19,7730.73,pza,41385097.0399999,0.9358183131509018,B,0.0,1.0,OK,60,234.768,11,0.41,Real
OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,141,30,300,54.82,0.03,13,7729.62,pza,41392826.6599999,0.9359930987734341,B,0.0,0.0,OK,31,137.808,6,0.22,Real
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,47,5,50,164.16,0.01,19,7715.52,pza,41400542.1799999,0.9361675655604639,B,0.0,0.0,OK,9,917.9200000000001,3,0.19,Real
OFF-FA-10002975,Staples,Office Supplies,Fasteners,209,30,300,36.91,0.02,15,7714.19,pza,41408256.3699999,0.936342002272939,B,0.0,0.0,OK,22,77.112,4,0.11,Real
OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,127,30,300,60.61,0.02,13,7697.47,pza,41415953.8399999,0.9365160609053005,B,0.0,0.0,OK,27,53.754000000000005,5,0.21,Real
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,182,30,300,42.29,0.04,18,7696.78,pza,41423650.6199999,0.9366901039350736,B,0.0,1.0,OK,48,2579.31,8,0.26,Real
OFF-PA-10004947,Easy-staple paper,Office Supplies,Paper,228,30,300,33.58,0.01,9,7656.24,pza,41431306.8599999,0.9368632302562455,B,0.0,0.0,OK,14,48.792,3,0.06,Real
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,147,30,300,51.94,0.01,18,7635.18,pza,41438942.0399999,0.9370358803592838,B,0.0,0.0,OK,15,266.336,4,0.1,Real
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,Binders,102,30,300,74.8,0.02,13,7629.6,pza,41446571.639999904,0.9372084042848677,B,0.0,0.0,OK,25,212.65800000000002,5,0.25,Real
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,247,30,300,30.88,0.02,9,7627.36,pza,41454198.9999999,0.9373808775585705,B,0.0,0.0,OK,19,72.64399999999999,4,0.08,Real
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,129,30,300,59.03,0.03,19,7614.87,pza,41461813.8699999,0.9375530684028103,B,0.0,1.0,OK,38,462.328,9,0.29,Real
OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,172,30,300,44.27,0.03,4,7614.44,pza,41469428.3099999,0.9377252495236977,B,0.0,0.0,OK,31,2836.366,5,0.18,Real
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,227,10,100,33.52,0.01,3,7609.04,pza,41477037.3499999,0.9378973085373716,B,0.0,0.0,OK,18,599.88,5,0.08,Real
TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,Machines,14,10,100,542.55,0.0,16,7595.7,pza,41484633.0499999,0.9380690659010026,B,0.0,0.0,OK,2,341.991,1,0.14,Real
OFF-PA-10003739,Xerox 1969,Office Supplies,Paper,116,30,300,65.48,0.0,6,7595.68,pza,41492228.7299999,0.9382408228123845,B,0.0,0.0,OK,1,11.56,1,0.01,Real
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,12,10,100,631.88,0.03,16,7582.56,pza,41499811.2899999,0.938412283048462,B,0.0,0.0,OK,37,1119.84,6,3.08,Real
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,234,30,300,32.14,0.0,10,7520.76,pza,41507332.0499999,0.9385823458353152,B,0.0,0.0,OK,3,1.624,1,0.01,Real
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,22,10,100,340.82,0.01,17,7498.04,pza,41514830.0899999,0.9387518948673726,B,0.0,0.0,OK,12,11099.963,3,0.55,Real
OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,116,30,300,64.55,0.06,7,7487.8,pza,41522317.8899999,0.9389212123479729,B,0.0,0.0,OK,76,214.573,11,0.66,Real
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,126,30,300,59.34,0.04,9,7476.84,pza,41529794.7299999,0.9390902819961542,B,0.0,0.0,OK,52,68.136,11,0.41,Real
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,119,30,300,62.72,0.04,20,7463.68,pza,41537258.4099999,0.939259054064533,B,0.0,1.0,OK,46,91.44,9,0.39,Real
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,193,30,300,38.6,0.03,7,7449.8,pza,41544708.2099999,0.9394275122721475,B,0.0,0.0,OK,38,236.99200000000002,7,0.2,Real
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,119,30,300,62.57,0.04,6,7445.83,pza,41552154.039999895,0.9395958807083474,B,0.0,0.0,OK,47,211.508,8,0.39,Real
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,212,30,300,34.77,0.03,12,7371.24,pza,41559525.2799999,0.9397625624821261,B,0.0,0.0,OK,43,10076.46,10,0.2,Real
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,131,30,300,56.24,0.01,17,7367.44,pza,41566892.719999894,0.9399291583286062,B,0.0,0.0,OK,18,342.58,3,0.14,Real
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,232,30,300,31.74,0.02,4,7363.68,pza,41574256.399999894,0.9400956691522856,B,0.0,0.0,OK,27,664.832,4,0.12,Real
FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,16,5,50,459.66,0.01,3,7354.56,pza,41581610.9599999,0.9402619737504485,B,0.0,0.0,OK,17,156.8,3,1.06,Real
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,147,30,300,49.98,0.02,19,7347.06,pza,41588958.0199999,0.940428108755259,B,0.0,0.0,OK,27,368.45599999999996,5,0.18,Real
OFF-BI-10002437,Recycled Premium Regency Composition Covers,Office Supplies,Binders,131,30,300,55.97,0.02,3,7332.07,pza,41596290.0899999,0.9405939047994889,B,0.0,0.0,OK,21,110.01599999999999,3,0.16,Real
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,154,30,300,47.6,0.04,18,7330.4,pza,41603620.4899999,0.9407596630809323,B,0.0,1.0,OK,49,410.004,10,0.32,Real
OFF-LA-10000134,Avery 511,Office Supplies,Labels,149,30,300,49.14,0.02,16,7321.86,pza,41610942.3499999,0.9409252282520785,B,0.0,0.0,OK,29,56.672,6,0.19,Real
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,92,30,300,79.49,0.03,18,7313.08,pza,41618255.429999895,0.9410905948859399,B,0.0,1.0,OK,43,3489.48,8,0.47,Real
OFF-PA-10000477,Xerox 1952,Office Supplies,Paper,128,30,300,57.08,0.02,13,7306.24,pza,41625561.6699999,0.941255806850664,B,0.0,0.0,OK,28,162.816,6,0.22,Real
OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage,141,30,300,51.8,0.03,8,7303.8,pza,41632865.469999894,0.9414209636410175,B,0.0,0.0,OK,33,518.9399999999999,7,0.23,Real
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,167,30,300,43.64,0.02,6,7287.88,pza,41640153.3499999,0.9415857604412148,B,0.0,0.0,OK,23,321.44,4,0.14,Real
OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,95,30,300,76.62,0.02,13,7278.9,pza,41647432.249999896,0.941750354181638,B,0.0,0.0,OK,20,294.72,5,0.21,Real
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,103,30,300,70.55,0.04,3,7266.65,pza,41654698.899999894,0.9419146709195856,B,0.0,0.0,OK,52,2300.66,10,0.5,Real
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,204,30,300,35.62,0.04,11,7266.48,pza,41661965.37999989,0.9420789838134171,B,0.0,0.0,OK,44,1100.4,8,0.22,Real
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,121,30,300,59.96,0.04,11,7255.16,pza,41669220.53999989,0.9422430407343487,B,0.0,0.0,OK,53,19823.479,11,0.44,Real
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,79,5,50,91.77,0.03,11,7249.83,pza,41676470.369999886,0.9424069771309378,B,0.0,0.0,OK,34,441.72799999999995,5,0.43,Real
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,225,30,300,32.07,0.03,12,7215.75,pza,41683686.119999886,0.9425701428953335,B,0.0,0.0,OK,31,70.632,5,0.14,Real
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,110,30,300,65.19,0.01,10,7170.9,pza,41690857.019999884,0.9427322944914813,B,0.0,0.0,OK,17,100.928,6,0.15,Real
OFF-SU-10002557,Fiskars Spring-Action Scissors,Office Supplies,Supplies,103,30,300,69.49,0.02,13,7157.47,pza,41698014.48999988,0.9428941424024662,B,0.0,0.0,OK,22,75.492,4,0.21,Real
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,232,30,300,30.79,0.02,10,7143.28,pza,41705157.769999884,0.9430556694428281,B,0.0,0.0,OK,19,6832.908,6,0.08,Real
OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,90,30,300,79.19,0.03,18,7127.1,pza,41712284.869999886,0.9432168306137978,B,0.0,1.0,OK,43,245.436,9,0.48,Real
OFF-LA-10003388,Avery 5,Office Supplies,Labels,150,30,300,47.44,0.01,13,7116.0,pza,41719400.869999886,0.9433777407866059,B,0.0,0.0,OK,7,5.76,1,0.05,Real
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,25,10,100,284.15,0.03,5,7103.75,pza,41726504.619999886,0.9435383739569382,B,0.0,0.0,OK,37,8878.4,10,1.48,Real
OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,106,30,300,66.69,0.01,8,7069.14,pza,41733573.759999886,0.94369822451048,B,0.0,0.0,OK,11,18.096,2,0.1,Real
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,141,30,300,50.1,0.02,15,7064.1,pza,41740637.85999989,0.943857961097289,B,0.0,0.0,OK,20,139.44,5,0.14,Real
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,17,10,100,415.34,0.05,8,7060.78,pza,41747698.63999989,0.944017622610774,B,0.0,0.0,OK,60,773.742,9,3.53,Real
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,91,30,300,77.33,0.03,11,7037.03,pza,41754735.66999989,0.944176747078643,B,0.0,0.0,OK,32,353.29200000000003,6,0.35,Real
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,143,30,300,49.08,0.02,20,7018.44,pza,41761754.10999989,0.9443354511811222,B,0.0,0.0,OK,23,336.952,6,0.16,Real
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,135,30,300,51.96,0.01,15,7014.6,pza,41768768.70999989,0.9444940684518051,B,0.0,0.0,OK,13,25.228,3,0.1,Real
OFF-LA-10002195,Avery 481,Office Supplies,Labels,229,30,300,30.55,0.02,12,6995.95,pza,41775764.65999989,0.9446522640003515,B,0.0,0.0,OK,28,91.168,5,0.12,Real
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,94,30,300,74.38,0.01,7,6991.72,pza,41782756.37999989,0.9448103638982471,B,0.0,0.0,OK,15,106.352,4,0.16,Real
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,115,30,300,60.72,0.02,6,6982.8,pza,41789739.17999989,0.9449682620931155,B,0.0,0.0,OK,21,51.480000000000004,5,0.18,Real
OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,118,30,300,58.71,0.01,3,6927.78,pza,41796666.95999989,0.9451249161511502,B,0.0,0.0,OK,12,197.82,3,0.1,Real
OFF-AR-10000122,Newell 314,Office Supplies,Art,157,30,300,44.11,0.02,18,6925.27,pza,41803592.22999989,0.9452815134519432,B,0.0,0.0,OK,25,118.296,7,0.16,Real
OFF-PA-10002581,Xerox 1951,Office Supplies,Paper,143,30,300,48.28,0.03,17,6904.04,pza,41810496.26999989,0.9454376306904864,B,0.0,1.0,OK,35,582.424,5,0.24,Real
OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,166,30,300,41.57,0.01,17,6900.62,pza,41817396.88999989,0.9455936705944608,B,0.0,0.0,OK,9,20.65,2,0.05,Real
OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage,94,30,300,73.28,0.05,17,6888.32,pza,41824285.20999989,0.9457494323653373,B,0.0,1.0,OK,65,6594.954,10,0.69,Real
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,100,30,300,68.82,0.03,17,6882.0,pza,41831167.20999989,0.9459050512255487,B,0.0,1.0,OK,38,169.832,8,0.38,Real
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,107,30,300,64.21,0.03,14,6870.47,pza,41838037.67999989,0.9460604093642462,B,0.0,0.0,OK,32,99.792,5,0.3,Real
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,183,30,300,37.5,0.02,15,6862.5,pza,41844900.17999989,0.9462155872817413,B,0.0,0.0,OK,24,64.042,5,0.13,Real
OFF-AR-10001419,Newell 325,Office Supplies,Art,92,30,300,74.47,0.02,6,6851.24,pza,41851751.41999989,0.9463705105830832,B,0.0,0.0,OK,26,128.03,6,0.28,Real
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,100,30,300,68.25,0.03,10,6825.0,pza,41858576.41999989,0.946524840533816,B,0.0,0.0,OK,36,38.016,7,0.36,Real
OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,229,30,300,29.77,0.03,8,6817.33,pza,41865393.74999989,0.9466789970470804,B,0.0,0.0,OK,39,970.784,9,0.17,Real
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,167,30,300,40.75,0.02,5,6805.25,pza,41872198.99999989,0.946832880401985,B,0.0,0.0,OK,22,444.60200000000003,6,0.13,Real
OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,109,30,300,62.33,0.04,10,6793.97,pza,41878992.96999989,0.9469865086884875,B,0.0,0.0,OK,54,131.097,11,0.5,Real
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,201,30,300,33.8,0.03,17,6793.8,pza,41885786.769999884,0.9471401331308741,B,0.0,1.0,OK,41,970.973,9,0.2,Real
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,101,30,300,67.09,0.02,19,6776.09,pza,41892562.85999989,0.9472933571068245,B,0.0,0.0,OK,21,125.84,5,0.21,Real
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,100,30,300,67.71,0.03,20,6771.0,pza,41899333.85999989,0.9474464659854196,B,0.0,1.0,OK,38,92.82,8,0.38,Real
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,76,10,100,89.06,0.02,13,6768.56,pza,41906102.41999989,0.9475995196896441,B,0.0,0.0,OK,25,1983.8760000000002,5,0.33,Real
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,30,5,50,225.33,0.02,19,6759.9,pza,41912862.31999989,0.9477523775700776,B,0.0,0.0,OK,21,2292.74,5,0.7,Real
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,86,30,300,78.52,0.03,14,6752.72,pza,41919615.03999989,0.9479050730931416,B,0.0,0.0,OK,35,1207.2,8,0.41,Real
OFF-PA-10004355,Xerox 231,Office Supplies,Paper,96,30,300,70.28,0.02,8,6746.88,pza,41926361.91999989,0.9480576365595152,B,0.0,0.0,OK,21,79.05600000000001,5,0.22,Real
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,162,30,300,41.58,0.06,9,6735.96,pza,41933097.87999989,0.9482099530979677,B,0.0,1.0,OK,70,75.432,13,0.43,Real
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,109,30,300,61.46,0.06,20,6699.14,pza,41939797.01999989,0.948361437046122,B,1.0,2.0,OK,76,780.456,14,0.7,Real
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,127,30,300,52.72,0.04,7,6695.44,pza,41946492.45999989,0.9485128373282221,B,0.0,0.0,OK,45,4704.696,10,0.35,Real
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,229,30,300,29.23,0.03,14,6693.67,pza,41953186.12999989,0.9486641975862913,B,0.0,0.0,OK,36,377.538,7,0.16,Real
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,198,30,300,33.8,0.02,11,6692.4,pza,41959878.52999989,0.9488155291265526,B,0.0,0.0,OK,24,60.912000000000006,5,0.12,Real
OFF-ST-10002562,Staple magnet,Office Supplies,Storage,209,30,300,32.02,0.02,6,6692.18,pza,41966570.70999989,0.9489668556920757,B,0.0,0.0,OK,29,200.732,6,0.14,Real
OFF-LA-10003714,Avery 510,Office Supplies,Labels,88,30,300,75.89,0.01,17,6678.32,pza,41973249.02999989,0.9491178688490834,B,0.0,0.0,OK,17,21.75,3,0.19,Real
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,144,30,300,46.2,0.03,20,6652.8,pza,41979901.82999989,0.9492683049364439,B,0.0,1.0,OK,32,71.928,5,0.22,Real
