Product ID,Product Name,Category,Sub-Category,Stock_Actual,Stock_Minimo,Stock_Maximo,Costo_Unitario,Demanda_Diaria_Prom,Lead_Time_Proveedor,Valor_Inventario,Unidad
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,139,30,300,56.44,0.01,17,7845.16,pza
OFF-LA-10000262,Avery 494,Office Supplies,Labels,170,30,300,5.49,0.02,19,933.3,pza
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8â x 11â",Office Supplies,Paper,177,30,300,32.46,0.01,4,5745.42,pza
OFF-AR-10003829,Newell 35,Office Supplies,Art,154,30,300,70.73,0.03,14,10892.42,pza
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,176,30,300,14.56,0.02,5,2562.56,pza
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,85,30,300,34.32,0.0,11,2917.2,pza
OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage,84,30,300,33.61,0.01,8,2823.24,pza
OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,229,30,300,29.77,0.03,8,6817.33,pza
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,107,5,50,372.42,0.02,9,39848.94,pza
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,39,30,300,79.7,0.02,10,3108.3,pza
TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,106,10,100,227.0,0.03,5,24062.0,pza
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,192,10,100,572.82,0.01,17,109981.44,pza
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,228,10,100,613.66,0.04,8,139914.48,pza
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,249,10,100,480.06,0.06,13,119534.94,pza
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,135,30,300,9.6,0.01,5,1296.0,pza
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,122,5,50,377.63,0.04,18,46070.86,pza
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,199,30,300,76.37,0.01,8,15197.63,pza
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,204,30,300,28.68,0.01,13,5850.72,pza
OFF-AR-10000896,Newell 329,Office Supplies,Art,242,30,300,51.9,0.01,10,12559.8,pza
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,99,10,100,768.74,0.03,12,76105.26,pza
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,59,30,300,64.24,0.02,12,3790.16,pza
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,13,30,300,55.69,0.03,5,723.97,pza
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,73,30,300,77.75,0.03,16,5675.75,pza
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,32,5,50,168.7,0.04,11,5398.4,pza
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,147,30,300,62.27,0.02,15,9153.69,pza
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,117,5,50,291.55,0.04,11,34111.35,pza
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,223,5,50,267.42,0.03,14,59634.66,pza
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,238,30,300,42.61,0.02,16,10141.18,pza
OFF-PA-10004888,Xerox 217,Office Supplies,Paper,35,30,300,4.63,0.02,7,162.05,pza
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,63,5,50,242.52,0.01,8,15278.76,pza
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,236,30,300,14.96,0.03,15,3530.56,pza
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,86,5,50,152.12,0.04,15,13082.32,pza
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,234,30,300,28.31,0.01,8,6624.54,pza
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,245,30,300,64.58,0.02,16,15822.1,pza
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,58,5,50,184.58,0.02,13,10705.64,pza
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,200,10,100,439.19,0.02,15,87838.0,pza
OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper,217,30,300,60.4,0.01,14,13106.8,pza
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,179,30,300,20.8,0.02,18,3723.2,pza
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,46,10,100,741.64,0.03,8,34115.44,pza
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,27,30,300,69.59,0.02,11,1878.93,pza
OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,113,30,300,21.59,0.03,19,2439.67,pza
OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,90,30,300,79.19,0.03,18,7127.1,pza
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,69,30,300,54.2,0.03,14,3739.8,pza
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,93,10,100,250.3,0.01,20,23277.9,pza
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,58,30,300,55.12,0.05,11,3196.96,pza
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,122,30,300,53.97,0.01,5,6584.34,pza
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,109,5,50,395.22,0.03,12,43078.98,pza
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,224,10,100,578.01,0.03,13,129474.24,pza
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,233,30,300,22.93,0.01,4,5342.69,pza
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,15,10,100,783.82,0.01,10,11757.3,pza
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,67,30,300,68.92,0.0,13,4617.64,pza
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,26,30,300,60.17,0.03,20,1564.42,pza
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,186,10,100,50.25,0.0,9,9346.5,pza
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,221,30,300,48.05,0.05,16,10619.05,pza
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,121,5,50,447.37,0.03,9,54131.77,pza
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,217,5,50,524.13,0.06,3,113736.21,pza
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,168,30,300,75.8,0.02,14,12734.4,pza
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,62,5,50,556.24,0.02,3,34486.88,pza
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,24,30,300,33.67,0.02,5,808.08,pza
OFF-AR-10000634,Newell 320,Office Supplies,Art,148,30,300,71.93,0.03,4,10645.64,pza
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,224,5,50,80.39,0.06,5,18007.36,pza
OFF-AR-10003770,Newell 340,Office Supplies,Art,188,30,300,29.42,0.01,6,5530.96,pza
OFF-LA-10003121,Avery 506,Office Supplies,Labels,97,30,300,10.88,0.02,16,1055.36,pza
OFF-PA-10002262,Xerox 192,Office Supplies,Paper,54,30,300,70.88,0.02,20,3827.52,pza
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,94,30,300,74.38,0.01,7,6991.72,pza
OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,108,30,300,21.97,0.05,17,2372.76,pza
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,198,30,300,30.65,0.02,18,6068.7,pza
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,131,10,100,787.59,0.01,10,103174.29,pza
OFF-FA-10003021,Staples,Office Supplies,Fasteners,117,30,300,46.15,0.03,10,5399.55,pza
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,78,10,100,412.73,0.02,9,32192.94,pza
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,17,10,100,415.34,0.05,8,7060.78,pza
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,19,30,300,56.3,0.04,9,1069.7,pza
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,77,30,300,76.45,0.04,3,5886.65,pza
OFF-PA-10003823,Xerox 197,Office Supplies,Paper,31,30,300,30.6,0.01,15,948.6,pza
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,140,10,100,162.95,0.02,9,22813.0,pza
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,202,5,50,176.21,0.01,3,35594.42,pza
TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,232,10,100,45.68,0.0,12,10597.76,pza
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,182,30,300,45.32,0.03,15,8248.24,pza
OFF-AR-10001419,Newell 325,Office Supplies,Art,92,30,300,74.47,0.02,6,6851.24,pza
OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,199,30,300,57.62,0.03,9,11466.38,pza
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,158,30,300,79.45,0.01,8,12553.1,pza
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,40,5,50,552.95,0.03,8,22118.0,pza
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,153,30,300,40.36,0.01,13,6175.08,pza
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,209,30,300,39.95,0.01,11,8349.55,pza
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,56,30,300,51.01,0.04,9,2856.56,pza
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,143,30,300,10.65,0.02,11,1522.95,pza
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,12,30,300,49.4,0.0,8,592.8,pza
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,61,30,300,38.2,0.03,16,2330.2,pza
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,114,30,300,52.13,0.02,3,5942.82,pza
FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings,178,5,50,373.91,0.03,18,66555.98,pza
OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,244,30,300,26.21,0.02,11,6395.24,pza
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,210,30,300,49.41,0.03,17,10376.1,pza
OFF-LA-10002195,Avery 481,Office Supplies,Labels,229,30,300,30.55,0.02,12,6995.95,pza
OFF-AR-10001315,Newell 310,Office Supplies,Art,134,30,300,17.18,0.03,18,2302.12,pza
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,68,30,300,54.66,0.03,5,3716.88,pza
OFF-AR-10001955,Newell 319,Office Supplies,Art,184,30,300,25.9,0.03,15,4765.6,pza
OFF-LA-10001641,Avery 518,Office Supplies,Labels,197,30,300,71.34,0.03,16,14053.98,pza
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,15,30,300,17.55,0.04,9,263.25,pza
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,138,10,100,492.11,0.06,4,67911.18,pza
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,100,30,300,46.58,0.05,16,4658.0,pza
OFF-AR-10003504,Newell 347,Office Supplies,Art,211,30,300,17.42,0.02,19,3675.62,pza
OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes,80,30,300,36.31,0.01,15,2904.8,pza
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,68,10,100,550.16,0.04,4,37410.88,pza
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,105,10,100,275.27,0.01,7,28903.35,pza
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,97,30,300,10.88,0.02,6,1055.36,pza
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,187,30,300,49.99,0.02,5,9348.13,pza
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,48,30,300,19.48,0.01,16,935.04,pza
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,218,30,300,55.16,0.02,13,12024.88,pza
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,242,30,300,67.48,0.01,10,16330.16,pza
TEC-PH-10004830,Pyle PRT45 Retro HomeÂ Telephone,Technology,Phones,146,10,100,124.98,0.0,11,18247.08,pza
OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,87,30,300,36.13,0.02,18,3143.31,pza
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,137,5,50,311.36,0.01,5,42656.32,pza
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,103,30,300,51.34,0.01,12,5288.02,pza
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,29,30,300,28.08,0.03,3,814.32,pza
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,182,5,50,297.66,0.03,11,54174.12,pza
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,106,30,300,2.94,0.03,18,311.64,pza
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,77,30,300,11.55,0.03,11,889.35,pza
OFF-AR-10000823,Newell 307,Office Supplies,Art,126,30,300,46.45,0.01,14,5852.7,pza
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,75,30,300,18.84,0.01,3,1413.0,pza
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,121,30,300,13.28,0.02,18,1606.88,pza
TEC-PH-10000441,VTech DS6151,Technology,Phones,86,10,100,279.8,0.03,10,24062.8,pza
TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,134,10,100,155.92,0.02,16,20893.28,pza
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,120,30,300,6.65,0.03,16,798.0,pza
OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,14,30,300,24.14,0.02,12,337.96,pza
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,240,30,300,14.82,0.02,3,3556.8,pza
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,134,5,50,495.69,0.02,8,66422.46,pza
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,64,10,100,78.25,0.02,11,5008.0,pza
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,49,10,100,605.53,0.07,18,29670.97,pza
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,140,5,50,279.05,0.01,13,39067.0,pza
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,190,30,300,54.68,0.01,13,10389.2,pza
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,123,10,100,70.57,0.02,16,8680.11,pza
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,11,30,300,73.81,0.02,9,811.91,pza
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,231,10,100,620.88,0.02,14,143423.28,pza
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,219,30,300,12.93,0.02,7,2831.67,pza
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,76,30,300,19.07,0.01,3,1449.32,pza
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,25,30,300,52.23,0.04,13,1305.75,pza
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,101,10,100,739.6,0.02,17,74699.6,pza
OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,51,30,300,36.77,0.02,12,1875.27,pza
OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,5,30,300,39.88,0.02,17,199.4,pza
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,144,30,300,20.55,0.03,15,2959.2,pza
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,207,30,300,31.87,0.04,17,6597.09,pza
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,180,10,100,250.23,0.03,4,45041.4,pza
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,132,30,300,29.34,0.03,15,3872.88,pza
OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,98,30,300,3.61,0.02,14,353.78,pza
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,136,10,100,61.62,0.03,6,8380.32,pza
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,38,30,300,55.09,0.02,14,2093.42,pza
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,91,10,100,554.98,0.02,17,50503.18,pza
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,36,5,50,251.72,0.01,15,9061.92,pza
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,7,10,100,711.81,0.01,4,4982.67,pza
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,224,30,300,22.76,0.02,18,5098.24,pza
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,72,30,300,32.87,0.01,16,2366.64,pza
TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,61,10,100,593.16,0.01,4,36182.76,pza
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,118,10,100,602.55,0.03,19,71100.9,pza
OFF-LA-10002381,Avery 497,Office Supplies,Labels,208,30,300,69.17,0.01,18,14387.36,pza
OFF-FA-10001843,Staples,Office Supplies,Fasteners,156,30,300,4.27,0.01,6,666.12,pza
OFF-LA-10003077,Avery 500,Office Supplies,Labels,37,30,300,16.33,0.01,13,604.21,pza
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,135,30,300,51.96,0.01,15,7014.6,pza
OFF-PA-10004405,Rediform Voice Mail Log Books,Office Supplies,Paper,136,30,300,28.38,0.01,8,3859.68,pza
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,34,5,50,102.65,0.02,19,3490.1,pza
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,74,5,50,384.96,0.03,3,28487.04,pza
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories,53,10,100,332.67,0.02,11,17631.51,pza
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,34,5,50,269.33,0.01,20,9157.22,pza
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,204,30,300,22.62,0.04,13,4614.48,pza
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,86,30,300,2.47,0.02,16,212.42,pza
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,148,30,300,16.22,0.01,4,2400.56,pza
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,185,5,50,326.6,0.02,13,60421.0,pza
OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper,138,30,300,23.51,0.01,4,3244.38,pza
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,28,30,300,70.2,0.02,6,1965.6,pza
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,119,10,100,140.11,0.03,15,16673.09,pza
OFF-PA-10004355,Xerox 231,Office Supplies,Paper,96,30,300,70.28,0.02,8,6746.88,pza
OFF-PA-10004947,Easy-staple paper,Office Supplies,Paper,228,30,300,33.58,0.01,9,7656.24,pza
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,221,5,50,223.44,0.03,5,49380.24,pza
OFF-PA-10003893,Xerox 1962,Office Supplies,Paper,160,30,300,25.73,0.03,6,4116.8,pza
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,25,10,100,284.15,0.03,5,7103.75,pza
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,12,5,50,343.41,0.02,3,4120.92,pza
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,40,30,300,29.6,0.02,15,1184.0,pza
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,128,5,50,416.55,0.03,16,53318.4,pza
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,13,5,50,301.09,0.02,18,3914.17,pza
OFF-LA-10002034,Avery 478,Office Supplies,Labels,44,30,300,54.39,0.02,6,2393.16,pza
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,217,30,300,49.15,0.03,19,10665.55,pza
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,183,30,300,21.07,0.01,12,3855.81,pza
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,133,30,300,65.4,0.0,9,8698.2,pza
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,195,30,300,64.32,0.03,15,12542.4,pza
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,249,30,300,79.14,0.02,15,19705.86,pza
TEC-PH-10001615,AT&T CL82213,Technology,Phones,121,10,100,164.79,0.01,16,19939.59,pza
TEC-AC-10004568,MaxellÂ LTO Ultrium - 800 GB,Technology,Accessories,72,10,100,682.84,0.03,8,49164.48,pza
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,206,5,50,533.43,0.03,18,109886.58,pza
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,158,30,300,52.09,0.02,11,8230.22,pza
TEC-PH-10000455,GE 30522EE2,Technology,Phones,172,10,100,419.92,0.02,18,72226.24,pza
OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,7,30,300,76.67,0.02,14,536.69,pza
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,112,10,100,778.97,0.03,18,87244.64,pza
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones,126,10,100,524.11,0.03,7,66037.86,pza
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,13,5,50,266.97,0.03,13,3470.61,pza
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,164,30,300,65.74,0.01,3,10781.36,pza
OFF-LA-10000443,Avery 501,Office Supplies,Labels,199,30,300,8.96,0.03,12,1783.04,pza
OFF-LA-10001771,Avery 513,Office Supplies,Labels,8,30,300,24.67,0.01,13,197.36,pza
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances,10,30,300,78.87,0.02,17,788.7,pza
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,77,5,50,503.45,0.01,5,38765.65,pza
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,30,30,300,75.29,0.01,17,2258.7,pza
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,134,5,50,389.29,0.03,13,52164.86,pza
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,198,30,300,33.8,0.02,11,6692.4,pza
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,118,5,50,589.44,0.03,4,69553.92,pza
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,89,10,100,268.26,0.02,14,23875.14,pza
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,90,10,100,613.21,0.02,18,55188.9,pza
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,135,10,100,459.82,0.03,18,62075.7,pza
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,39,10,100,205.95,0.01,3,8032.05,pza
OFF-PA-10003729,Xerox 1998,Office Supplies,Paper,118,30,300,3.36,0.01,18,396.48,pza
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,63,30,300,31.93,0.02,8,2011.59,pza
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,42,5,50,364.8,0.03,16,15321.6,pza
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,37,5,50,175.26,0.02,13,6484.62,pza
FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,125,5,50,295.57,0.05,3,36946.25,pza
OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,147,30,300,49.98,0.02,19,7347.06,pza
OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,207,30,300,57.76,0.03,4,11956.32,pza
OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper,206,30,300,6.11,0.01,16,1258.66,pza
